Cust ID,Order #,Order Date,Total $,SKU Category,Qty
C091,ORD1181,23-02-2024,$172.18,Home,3
C053,ORD1077,03/26/2024,341.66,Home,4
C023,ORD1296,Feb 15 2024,304.41,Footwear,3
C021,ORD1452,2024-06-10,377.47,Home,2
C096,ORD1495,Jun 20 2024,383.73,,5
C079,ORD1425,2024-01-02,$427.05,Home,4
C086,ORD1033,01/27/2024,$394.46,Beauty,2
C007,ORD1079,02/18/2024,$318.86,Beauty,3
C095,ORD1417,2024-06-29,461.21,Electronics,3
C078,ORD1167,02/06/2024,$433.51,Sports,2
C062,ORD1068,2024-01-30,212.34,Accessories,2
C095,ORD1000,Mar 11 2024,127.14,Apparel,5
C045,ORD1084,26-03-2024,$238.57,Beauty,5
C049,ORD1011,01-06-2024,-$273.97,Apparel,5
C077,ORD1229,Jun 06 2024,239.77,Electronics,5
C062,ORD1022,24-02-2024,453.17,Home,4
C008,ORD1323,2024-03-04,$239.10,,5
C012,ORD1078,03/21/2024,$175.17,Footwear,5
C050,ORD1247,23-05-2024,$216.38,,2
C091,ORD1072,13-03-2024,54.17,Beauty,4
C096,ORD1474,2024-06-16,324.27,Footwear,3
C088,ORD1335,04/07/2024,218.29,Sports,5
C036,ORD1018,20-06-2024,122.83,,2
C098,ORD1280,17-06-2024,427.52,Beauty,4
C032,ORD1124,21-04-2024,$271.50,Beauty,3
C062,ORD1442,May 18 2024,$406.26,Accessories,3
C098,ORD1248,02/26/2024,35.69,,5
C086,ORD1039,03/25/2024,338.43,Home,4
C042,ORD1460,17-01-2024,111.14,Home,3
C079,ORD1046,09-05-2024,418.67,,4
C029,ORD1301,Jun 19 2024,201.62,Footwear,5
C066,ORD1195,16-04-2024,290.68,Footwear,4
C084,ORD1358,20-06-2024,$476.17,,3
C051,ORD1104,Mar 11 2024,$484.74,Footwear,1
C019,ORD1281,2024-03-12,41.07,Electronics,4
C092,ORD1148,2024-04-27,160.85,Electronics,3
C048,ORD1155,05-04-2024,386.28,Electronics,3
C084,ORD1446,05/16/2024,218.19,,5
C051,ORD1182,Mar 29 2024,$159.42,,3
C032,ORD1069,31-01-2024,311.03,,4
C041,ORD1244,Jan 31 2024,166.58,Sports,4
C043,ORD1298,Jun 06 2024,$407.09,Electronics,1
C013,ORD1412,24-02-2024,397.32,Footwear,2
C076,ORD1299,Jun 29 2024,391.70,Electronics,4
C024,ORD1302,06/03/2024,462.10,,2
C088,ORD1493,01/07/2024,$58.15,,3
C087,ORD1180,06/23/2024,312.84,Home,2
C091,ORD1374,Mar 22 2024,479.35,Sports,5
C072,ORD1132,22-06-2024,156.39,Accessories,3
C097,ORD1341,Feb 18 2024,,Beauty,2
C022,ORD1437,2024-02-17,80.02,Apparel,2
C043,ORD1176,2024-06-21,490.35,Footwear,5
C026,ORD1310,2024-01-25,119.34,Apparel,3
C013,ORD1349,2024-01-12,428.96,,5
C041,ORD1485,2024-05-04,109.48,Footwear,1
C087,ORD1137,01-03-2024,313.09,Beauty,3
C058,ORD1497,2024-04-26,441.33,Footwear,5
C008,ORD1271,2024-03-03,463.82,Home,2
C068,ORD1440,2024-02-13,$36.87,,4
C053,ORD1353,2024-04-22,50.40,Beauty,3
C017,ORD1086,05/08/2024,$437.46,Footwear,2
C004,ORD1075,Jan 24 2024,-$481.72,Home,5
C090,ORD1447,08-06-2024,110.14,Footwear,2
C098,ORD1015,May 16 2024,$81.63,Sports,2
C031,ORD1203,Mar 18 2024,493.13,Footwear,5
C059,ORD1274,05/10/2024,46.61,Apparel,5
C029,ORD1393,05/30/2024,84.26,Footwear,2
C025,ORD1019,2024-01-25,$336.31,Footwear,1
C086,ORD1453,2024-02-25,$133.26,Home,5
C050,ORD1338,2024-01-02,-$276.22,Electronics,5
C022,ORD1056,2024-06-04,393.34,Footwear,3
C093,ORD1333,May 23 2024,$474.52,Beauty,3
C045,ORD1398,04-05-2024,445.84,Accessories,2
C040,ORD1238,28-03-2024,396.45,,4
C026,ORD1405,13-05-2024,416.73,Footwear,5
C044,ORD1307,01-06-2024,$358.16,Sports,2
C078,ORD1468,Mar 02 2024,200.03,,4
C054,ORD1431,May 07 2024,497.87,,3
C055,ORD1489,03/20/2024,235.6,Beauty,2
C073,ORD1025,2024-03-04,$317.30,Electronics,3
C090,ORD1365,05/20/2024,361.70,Home,3
C087,ORD1042,24-02-2024,400.99,Electronics,1
C035,ORD1140,Apr 25 2024,418.9,,3
C078,ORD1418,19-02-2024,,Accessories,4
C094,ORD1316,2024-01-18,$206.29,,1
C033,ORD1126,Feb 20 2024,309.15,,4
C086,ORD1332,04/01/2024,425.80,Apparel,4
C071,ORD1031,29-06-2024,289.24,Accessories,5
C086,ORD1113,01-02-2024,189.73,Footwear,3
C086,ORD1153,12-06-2024,194.39,Accessories,5
C003,ORD1211,07-03-2024,161.69,Beauty,4
C032,ORD1422,2024-03-14,211.49,Accessories,4
C092,ORD1057,2024-02-20,304.21,Home,5
C096,ORD1266,04/10/2024,330.16,,5
C075,ORD1024,May 02 2024,47.30,Apparel,2
C076,ORD1017,2024-02-26,54.08,Footwear,3
C084,ORD1185,01-05-2024,$332.26,Apparel,5
C030,ORD1066,Apr 02 2024,165.09,Footwear,5
C067,ORD1402,2024-04-13,441.68,Apparel,2
C006,ORD1396,01/11/2024,69.55,Home,5
C002,ORD1094,2024-05-24,457.10,Home,2
C059,ORD1496,04-03-2024,214.34,Electronics,4
C085,ORD1354,04-03-2024,185.96,Footwear,1
C090,ORD1023,22-05-2024,$94.30,Footwear,3
C041,ORD1231,15-02-2024,$484.99,Beauty,3
C036,ORD1265,2024-06-14,139.12,Footwear,3
C039,ORD1208,Jan 04 2024,469.84,,2
C099,ORD1005,2024-03-15,430.55,Electronics,2
C045,ORD1116,Jan 02 2024,437.53,Footwear,1
C090,ORD1045,12-05-2024,44.1,Accessories,4
C058,ORD1394,Feb 10 2024,291.85,,3
C052,ORD1016,06/20/2024,230.29,Apparel,3
C094,ORD1472,01/20/2024,400.59,Apparel,5
C015,ORD1461,2024-01-25,41.01,Apparel,4
C028,ORD1003,2024-03-27,64.52,Home,1
C050,ORD1227,Jan 22 2024,294.54,Home,3
C095,ORD1482,May 17 2024,117.82,Accessories,1
C056,ORD1060,05/31/2024,174.71,,2
C017,ORD1110,03/11/2024,202.83,Sports,1
C088,ORD1324,Jan 08 2024,198.78,,5
C064,ORD1297,05/18/2024,104.27,Beauty,1
C015,ORD1029,Jan 28 2024,150.73,Home,5
C079,ORD1192,Feb 26 2024,$479.53,Electronics,4
C091,ORD1464,01/15/2024,273.93,Beauty,5
C031,ORD1026,08-03-2024,82.82,Apparel,1
C060,ORD1007,04/07/2024,494.97,Electronics,1
C005,ORD1462,26-05-2024,335.80,Footwear,3
C100,ORD1108,2024-04-02,236.96,Home,4
C023,ORD1037,05/28/2024,38.36,Electronics,4
C026,ORD1157,Feb 01 2024,$429.36,Apparel,3
C056,ORD1476,15-03-2024,$91.05,Footwear,5
C097,ORD1118,2024-06-07,$343.50,,4
C014,ORD1114,May 27 2024,$94.27,Electronics,1
C051,ORD1175,06/06/2024,304.99,Home,4
C022,ORD1194,24-03-2024,75.8,,1
C069,ORD1318,29-03-2024,146.79,Footwear,2
C015,ORD1144,2024-05-07,323.34,Sports,1
C086,ORD1376,29-03-2024,135.37,Footwear,3
C055,ORD1429,23-02-2024,$356.34,,2
C072,ORD1204,2024-05-06,486.70,Electronics,4
C100,ORD1321,03/23/2024,369.82,Beauty,4
C059,ORD1362,Jun 17 2024,482.65,Sports,5
C032,ORD1454,2024-01-03,298.92,Electronics,1
C007,ORD1141,04/11/2024,-$133.17,Apparel,3
C063,ORD1494,May 01 2024,98.62,Footwear,3
C082,ORD1067,2024-05-05,438.91,Electronics,2
C002,ORD1261,06/27/2024,$412.21,Beauty,4
C041,ORD1168,02-03-2024,$78.81,Home,4
C046,ORD1457,02/04/2024,$451.36,,2
C098,ORD1383,22-04-2024,209.65,Beauty,2
C055,ORD1245,17-02-2024,325.04,Accessories,5
C098,ORD1193,2024-03-04,272.24,Apparel,1
C052,ORD1255,05/11/2024,$353.46,Footwear,1
C062,ORD1109,12-04-2024,$349.33,Apparel,3
C081,ORD1487,06-03-2024,447.39,Beauty,2
C074,ORD1145,Apr 16 2024,338.9,Footwear,4
C060,ORD1092,Mar 14 2024,$55.45,Sports,3
C022,ORD1152,25-06-2024,188.74,Sports,3
C019,ORD1228,Jan 17 2024,$228.64,Electronics,3
C084,ORD1416,Jan 01 2024,$61.68,Sports,4
C044,ORD1083,05/09/2024,$413.86,,2
C091,ORD1272,2024-02-05,$98.64,Home,2
C099,ORD1165,26-05-2024,316.69,Home,3
C033,ORD1163,02/20/2024,$80.08,Accessories,5
C068,ORD1199,Feb 02 2024,420.71,Sports,5
C060,ORD1237,Jun 22 2024,185.58,Apparel,1
C089,ORD1074,18-03-2024,472.48,Footwear,4
C039,ORD1314,21-01-2024,453.33,Accessories,1
C013,ORD1222,Apr 21 2024,$422.56,Sports,3
C047,ORD1479,Mar 30 2024,173.95,Accessories,3
C097,ORD1119,2024-05-11,185.68,,5
C012,ORD1286,03/04/2024,210.2,Accessories,1
C027,ORD1304,2024-03-04,188.23,,4
C034,ORD1424,Feb 22 2024,117.33,Apparel,1
C006,ORD1360,12-02-2024,87.42,Home,5
C006,ORD1407,27-06-2024,$130.15,Apparel,4
C092,ORD1234,18-04-2024,55.50,Sports,5
C059,ORD1380,2024-03-25,62.01,Apparel,5
C072,ORD1478,Jun 06 2024,$136.31,Apparel,1
C087,ORD1390,25-03-2024,$242.17,Apparel,2
C042,ORD1278,23-01-2024,23.83,Beauty,4
C052,ORD1036,03/25/2024,$434.89,Electronics,1
C096,ORD1196,2024-02-25,$41.74,Footwear,1
C033,ORD1139,14-01-2024,439.58,Apparel,3
C038,ORD1371,Apr 24 2024,492.06,Apparel,4
C018,ORD1253,2024-04-15,496.39,Beauty,2
C083,ORD1289,Apr 23 2024,$64.15,Footwear,2
C064,ORD1290,08-01-2024,347.94,Home,3
C047,ORD1059,11-06-2024,$359.51,Home,5
C056,ORD1111,Apr 25 2024,$218.63,Electronics,4
C098,ORD1089,2024-06-11,-$232.97,Electronics,1
C076,ORD1268,2024-01-18,145.85,Sports,5
C027,ORD1006,06/20/2024,356.87,Accessories,5
C002,ORD1367,2024-05-13,32.13,Home,2
C015,ORD1351,2024-02-03,491.15,,5
C099,ORD1392,May 31 2024,455.03,,2
C071,ORD1158,05/18/2024,447.84,Accessories,3
C096,ORD1150,22-04-2024,182.74,Home,1
C084,ORD1177,May 28 2024,366.27,Sports,2
C009,ORD1421,Apr 07 2024,344.92,Electronics,5
C082,ORD1184,2024-02-29,$68.10,Accessories,1
C072,ORD1287,May 20 2024,65.47,Footwear,1
C066,ORD1010,2024-05-06,382.78,Sports,5
C013,ORD1388,2024-03-13,$452.06,Home,5
C005,ORD1103,06/25/2024,$124.29,Apparel,3
C012,ORD1081,2024-02-27,241.49,Home,5
C074,ORD1038,02/18/2024,,Beauty,3
C044,ORD1320,03/18/2024,$154.57,Beauty,2
C049,ORD1198,2024-04-06,347.71,Electronics,1
C014,ORD1262,03/21/2024,442.87,Accessories,2
C082,ORD1146,04/09/2024,141.75,Beauty,1
C062,ORD1400,21-06-2024,249.93,Footwear,2
C006,ORD1147,03/31/2024,410.48,,2
C006,ORD1312,08-03-2024,243.23,Accessories,1
C005,ORD1291,Jun 06 2024,$330.69,Footwear,1
C003,ORD1123,Mar 24 2024,404.63,Electronics,1
C045,ORD1375,Feb 26 2024,$338.40,,5
C057,ORD1096,01/09/2024,371.53,Sports,2
C028,ORD1143,08-02-2024,$73.37,Beauty,4
C039,ORD1239,2024-01-12,$30.84,Accessories,2
C065,ORD1277,2024-06-21,106.09,Apparel,4
C070,ORD1097,04/03/2024,$418.63,Home,3
C052,ORD1356,2024-03-01,240.37,,3
C056,ORD1122,05-01-2024,$462.16,Sports,3
C026,ORD1183,05/17/2024,467.85,Beauty,2
C057,ORD1202,Feb 29 2024,382.11,Beauty,5
C037,ORD1246,Feb 05 2024,$171.00,Footwear,4
C063,ORD1311,06/18/2024,63.75,Sports,3
C052,ORD1414,06/06/2024,361.57,Accessories,4
C096,ORD1357,2024-06-16,$69.27,Apparel,5
C064,ORD1305,04/06/2024,282.09,Beauty,2
C062,ORD1403,Feb 13 2024,418.57,Accessories,5
C097,ORD1382,2024-05-29,356.42,Home,3
C066,ORD1125,2024-06-11,274.69,Accessories,2
C085,ORD1488,2024-02-05,370.35,Beauty,4
C058,ORD1223,May 05 2024,$190.79,Sports,1
C051,ORD1426,Feb 26 2024,$45.99,Electronics,4
C030,ORD1219,24-02-2024,150.13,Footwear,2
C075,ORD1129,2024-05-21,235.87,,5
C047,ORD1428,06/05/2024,$109.83,Electronics,3
C085,ORD1484,06/17/2024,434.86,Sports,2
C048,ORD1334,03/07/2024,242.61,Apparel,4
C082,ORD1384,02/06/2024,345.10,Footwear,5
C049,ORD1409,Jun 16 2024,$350.13,Sports,5
C016,ORD1361,Apr 10 2024,239.38,Sports,1
C076,ORD1299,Jun 29 2024,391.70,Electronics,4
C100,ORD1294,2024-03-12,$408.15,Beauty,2
C042,ORD1373,2024-06-01,391.36,,5
C021,ORD1346,11-01-2024,456.97,Footwear,1
C048,ORD1112,09-02-2024,52.22,Electronics,2
C091,ORD1179,Feb 05 2024,289.23,Accessories,4
C011,ORD1477,12-04-2024,391.44,Beauty,4
C079,ORD1352,04/07/2024,313.45,Accessories,4
C041,ORD1336,2024-02-16,254.04,Footwear,1
C098,ORD1491,22-03-2024,$481.37,Home,2
C093,ORD1404,06/24/2024,462.73,Sports,2
C038,ORD1233,2024-06-26,$413.10,Home,2
C063,ORD1456,02/29/2024,491.20,,2
C054,ORD1317,Feb 08 2024,291.97,Apparel,5
C085,ORD1164,06/08/2024,424.41,Apparel,1
C020,ORD1136,Feb 11 2024,419.05,,1
C037,ORD1197,Apr 14 2024,389.11,Sports,3
C057,ORD1258,2024-04-26,$496.08,Accessories,3
C051,ORD1232,2024-04-03,467.39,Footwear,4
C055,ORD1115,2024-05-23,312.32,Accessories,3
C029,ORD1120,2024-04-11,$23.69,Home,3
C064,ORD1355,2024-02-12,$380.69,Footwear,5
C092,ORD1224,2024-01-19,$148.63,Sports,3
C069,ORD1410,04/18/2024,313.70,,2
C014,ORD1438,2024-01-25,-$469.66,Sports,5
C081,ORD1127,Mar 21 2024,$231.09,Home,5
C034,ORD1285,2024-01-31,95.66,Footwear,2
C051,ORD1432,Jan 26 2024,$48.82,,3
C076,ORD1107,2024-03-23,103.64,Apparel,1
C050,ORD1377,03/06/2024,31.86,,4
C034,ORD1331,17-04-2024,206.37,Beauty,3
C045,ORD1133,20-03-2024,81.90,Sports,3
C096,ORD1370,Mar 05 2024,$317.87,Electronics,5
C092,ORD1044,27-06-2024,257.3,Apparel,4
C041,ORD1470,01/06/2024,461.17,Accessories,1
C096,ORD1065,May 17 2024,111.94,Home,1
C041,ORD1283,04/10/2024,$172.67,Accessories,5
C100,ORD1085,2024-04-15,$172.72,Sports,2
C069,ORD1242,02/17/2024,$176.47,,5
C023,ORD1186,Apr 16 2024,468.28,,2
C018,ORD1391,May 17 2024,146.35,Footwear,5
C026,ORD1159,Feb 05 2024,399.38,,5
C015,ORD1012,16-03-2024,95.92,Home,5
C049,ORD1035,10-01-2024,$126.77,Beauty,2
C057,ORD1028,05/19/2024,313.61,Home,1
C012,ORD1170,10-04-2024,484.01,Home,4
C005,ORD1142,14-03-2024,354.11,Footwear,1
C062,ORD1406,Jun 17 2024,452.95,Sports,5
C031,ORD1201,2024-02-22,68.43,Footwear,2
C087,ORD1221,05/18/2024,204.25,Apparel,5
C082,ORD1095,02/18/2024,345.33,Accessories,1
C056,ORD1051,2024-05-04,206.65,Accessories,4
C043,ORD1240,23-05-2024,480.06,Accessories,4
C045,ORD1398,04-05-2024,445.84,Accessories,2
C021,ORD1386,Feb 17 2024,$316.10,Footwear,5
C074,ORD1178,2024-06-28,$111.58,Beauty,4
C071,ORD1041,01/01/2024,$157.72,Electronics,4
C099,ORD1444,04/20/2024,306.56,Sports,4
C098,ORD1395,May 04 2024,$50.17,Electronics,4
C054,ORD1206,May 22 2024,$206.44,,3
C065,ORD1282,04-02-2024,55.92,Accessories,2
C098,ORD1254,22-06-2024,254.94,Sports,4
C099,ORD1420,03/03/2024,$481.39,Footwear,4
C049,ORD1004,01/21/2024,418.11,Beauty,1
C009,ORD1256,16-05-2024,$124.56,Electronics,3
C046,ORD1457,02/04/2024,$451.36,,2
C061,ORD1100,01/07/2024,459.32,,3
C004,ORD1226,01/23/2024,286.03,Sports,1
C003,ORD1211,07-03-2024,161.69,Beauty,4
C010,ORD1213,2024-06-20,$386.88,Apparel,2
C041,ORD1436,03/22/2024,361.01,,3
C069,ORD1171,2024-01-03,$226.85,Electronics,1
C010,ORD1098,Feb 06 2024,432.87,Electronics,1
C018,ORD1292,Apr 17 2024,328.47,Footwear,4
C069,ORD1215,21-05-2024,25.69,Home,1
C044,ORD1061,08-01-2024,428.46,Home,3
C082,ORD1047,11-03-2024,$320.84,Beauty,3
C075,ORD1032,May 21 2024,226.3,Footwear,3
C047,ORD1267,Mar 22 2024,205.68,Accessories,4
C033,ORD1327,06/04/2024,362.12,Sports,3
C032,ORD1200,04/27/2024,94.46,Apparel,1
C064,ORD1455,01/24/2024,466.81,Accessories,5
C010,ORD1027,May 17 2024,262.82,Beauty,3
C084,ORD1397,04/06/2024,302.09,Beauty,5
C057,ORD1230,26-03-2024,411.43,Electronics,5
C055,ORD1260,2024-06-16,357.78,Beauty,5
C084,ORD1378,02/19/2024,266.67,Footwear,1
C026,ORD1288,04/12/2024,349.42,Apparel,1
C016,ORD1162,May 12 2024,165.98,Electronics,5
C047,ORD1433,05/23/2024,$185.19,Beauty,5
C048,ORD1138,22-06-2024,$241.61,Sports,2
C072,ORD1062,Jan 03 2024,61.09,Beauty,4
C029,ORD1135,Feb 05 2024,57.04,Footwear,3
C065,ORD1128,01/19/2024,241.64,Apparel,1
C043,ORD1486,05-05-2024,377.31,Home,2
C041,ORD1008,04/12/2024,51.77,,4
C035,ORD1326,15-06-2024,,Accessories,2
C094,ORD1473,27-05-2024,57.67,Sports,4
C096,ORD1064,05/20/2024,$188.87,Apparel,2
C039,ORD1300,Mar 23 2024,488.41,,3
C003,ORD1014,01/29/2024,$441.79,Apparel,1
C004,ORD1156,17-02-2024,268.52,,2
C090,ORD1040,Mar 16 2024,112.08,Accessories,5
C088,ORD1379,2024-04-18,118.68,Sports,1
C093,ORD1469,01/09/2024,305.97,Footwear,3
C033,ORD1411,03/19/2024,$391.61,Apparel,2
C014,ORD1216,Jan 25 2024,135.67,Home,4
C099,ORD1279,Feb 20 2024,,Electronics,1
C080,ORD1481,02/07/2024,26.59,,1
C034,ORD1439,Jun 07 2024,$60.47,Home,4
C027,ORD1337,Feb 13 2024,255.0,Sports,4
C056,ORD1236,2024-01-28,67.33,Beauty,4
C007,ORD1207,09-03-2024,343.36,Beauty,4
C098,ORD1212,05-05-2024,241.20,,2
C085,ORD1295,03/02/2024,276.17,Beauty,5
C089,ORD1499,May 12 2024,242.52,Apparel,2
C027,ORD1251,05/30/2024,433.30,Accessories,2
C025,ORD1498,15-03-2024,$211.06,Accessories,4
C085,ORD1467,10-02-2024,$468.09,Electronics,4
C031,ORD1303,03/29/2024,100.59,Electronics,4
C048,ORD1350,Mar 28 2024,$74.64,Sports,4
C055,ORD1269,28-06-2024,59.57,Apparel,3
C031,ORD1201,2024-02-22,68.43,Footwear,2
C041,ORD1161,2024-06-13,235.99,Accessories,2
C029,ORD1043,Feb 20 2024,31.72,Apparel,4
C052,ORD1217,Apr 27 2024,495.31,Apparel,1
C074,ORD1401,May 31 2024,84.67,Footwear,2
C042,ORD1190,2024-03-04,145.18,Electronics,3
C013,ORD1309,13-01-2024,$294.45,Sports,1
C012,ORD1259,06/16/2024,$140.19,Footwear,4
C017,ORD1105,May 24 2024,52.93,Beauty,3
C028,ORD1053,04/26/2024,$182.00,Sports,3
C041,ORD1389,Apr 19 2024,22.32,Sports,3
C004,ORD1001,Jan 24 2024,,Beauty,5
C010,ORD1450,19-05-2024,$107.17,Apparel,2
C017,ORD1492,2024-02-17,385.97,Beauty,5
C070,ORD1049,29-04-2024,$49.89,Footwear,5
C065,ORD1419,03/16/2024,474.57,Home,4
C057,ORD1080,27-06-2024,78.28,Accessories,3
C039,ORD1205,Apr 06 2024,$382.12,Accessories,4
C004,ORD1034,02/15/2024,$395.55,Beauty,3
C013,ORD1430,Mar 10 2024,$286.56,Accessories,4
C079,ORD1263,Jun 15 2024,231.25,Sports,5
C016,ORD1427,27-06-2024,,Beauty,4
C065,ORD1366,05/18/2024,$360.97,Sports,5
C080,ORD1091,Jun 23 2024,258.88,Home,4
C087,ORD1339,Jan 02 2024,$128.61,Home,2
C033,ORD1483,2024-02-13,156.33,Footwear,1
C051,ORD1052,2024-05-31,$60.29,Footwear,3
C037,ORD1345,2024-01-30,258.91,Beauty,3
C012,ORD1264,Jan 26 2024,381.17,Sports,3
C095,ORD1241,Jun 06 2024,$235.80,Beauty,3
C081,ORD1013,Mar 17 2024,93.36,Footwear,5
C022,ORD1315,Feb 24 2024,$80.57,Beauty,2
C081,ORD1088,2024-05-04,316.38,Beauty,1
C038,ORD1387,2024-06-20,140.33,Electronics,3
C096,ORD1273,2024-03-09,390.29,Apparel,3
C088,ORD1166,04/13/2024,237.70,,4
C028,ORD1328,04/29/2024,345.05,Electronics,5
C057,ORD1480,Jan 12 2024,$115.85,Apparel,1
C083,ORD1134,20-06-2024,264.07,Beauty,3
C005,ORD1306,2024-03-16,172.98,Sports,2
C056,ORD1490,Feb 07 2024,172.40,Accessories,3
C019,ORD1319,07-06-2024,$38.62,,3
C079,ORD1243,2024-04-10,$187.00,Home,5
C003,ORD1054,2024-05-18,$499.96,Footwear,1
C089,ORD1363,May 28 2024,370.64,Electronics,5
C001,ORD1050,03/31/2024,$381.67,Beauty,4
C093,ORD1465,29-02-2024,110.94,Accessories,5
C006,ORD1174,Jan 10 2024,$362.52,Accessories,3
C092,ORD1445,14-06-2024,417.64,Beauty,5
C023,ORD1189,05-06-2024,416.96,Apparel,2
C032,ORD1069,31-01-2024,311.03,,4
C002,ORD1463,23-02-2024,465.63,Electronics,5
C002,ORD1187,2024-03-17,$465.66,,2
C021,ORD1169,03/24/2024,111.12,,3
C045,ORD1058,16-05-2024,337.53,Sports,4
C070,ORD1048,Jan 21 2024,$92.40,Apparel,4
C089,ORD1344,2024-06-24,164.54,Accessories,4
C090,ORD1235,2024-05-17,72.5,Footwear,5
C073,ORD1252,03/30/2024,306.49,Home,5
C010,ORD1021,2024-04-23,44.28,Beauty,2
C070,ORD1313,Apr 15 2024,$285.73,,5
C038,ORD1459,03/08/2024,237.96,Footwear,5
C009,ORD1160,20-03-2024,499.81,Sports,5
C071,ORD1276,16-06-2024,127.77,Home,1
C067,ORD1443,02/04/2024,,,4
C084,ORD1191,Apr 02 2024,49.82,Home,1
C006,ORD1385,02-01-2024,277.83,Electronics,2
C070,ORD1293,05/04/2024,458.08,Footwear,3
C012,ORD1413,07-02-2024,$464.41,Electronics,1
C085,ORD1343,2024-01-28,43.15,Home,4
C073,ORD1257,05/04/2024,449.19,,1
C043,ORD1308,Feb 22 2024,216.45,Home,3
C033,ORD1149,Jan 10 2024,157.33,Apparel,3
C058,ORD1130,01/27/2024,491.55,Beauty,4
C056,ORD1151,Jun 03 2024,$281.83,Home,3
C092,ORD1359,2024-04-25,66.77,Home,5
C034,ORD1099,2024-05-17,238.30,Sports,3
C036,ORD1372,05/22/2024,-$82.43,,2
C010,ORD1087,04/30/2024,182.51,Electronics,5
C042,ORD1458,04/29/2024,436.48,Apparel,5
C067,ORD1330,2024-03-02,406.61,Accessories,1
C065,ORD1214,04/26/2024,49.02,,4
C099,ORD1466,06/12/2024,343.76,Accessories,2
C001,ORD1121,07-05-2024,$104.33,Electronics,1
C099,ORD1165,26-05-2024,316.69,Home,3
C094,ORD1020,2024-03-27,139.36,Accessories,3
C025,ORD1188,01/29/2024,$98.00,Footwear,3
C031,ORD1071,2024-02-14,$95.14,Home,1
C036,ORD1106,Feb 07 2024,279.3,Accessories,1
C020,ORD1270,05/17/2024,207.55,Apparel,3
C038,ORD1348,08-03-2024,44.04,Electronics,3
C082,ORD1435,27-03-2024,323.01,Apparel,2
C086,ORD1102,27-06-2024,301.92,Apparel,4
